2022-03-02 07:24:07,109 - Starting new HTTPS connection (1): api.kite.trade:443
2022-03-02 07:24:07,288 - https://api.kite.trade:443 "GET /quote?i=NSE%3ANIFTY+50 HTTP/1.1" 200 None
2022-03-02 07:24:30,523 - Starting new HTTPS connection (1): api.kite.trade:443
2022-03-02 07:24:30,824 - https://api.kite.trade:443 "GET /quote?i=NSE%3ANIFTY+50 HTTP/1.1" 200 None
2022-03-02 07:25:03,190 - Starting new HTTPS connection (1): api.kite.trade:443
2022-03-02 07:25:03,518 - https://api.kite.trade:443 "GET /quote?i=NSE%3ANIFTY+50 HTTP/1.1" 200 None
2022-03-02 07:26:39,203 - Starting new HTTPS connection (1): api.kite.trade:443
2022-03-02 07:26:39,562 - https://api.kite.trade:443 "GET /quote?i=NSE%3ANIFTY+50 HTTP/1.1" 200 None
2022-03-02 07:27:07,576 - Starting new HTTPS connection (1): api.kite.trade:443
2022-03-02 07:27:07,864 - https://api.kite.trade:443 "GET /quote?i=NSE%3ANIFTY+50 HTTP/1.1" 200 None
2022-03-02 07:27:35,747 - Starting new HTTPS connection (1): api.kite.trade:443
2022-03-02 07:27:36,067 - https://api.kite.trade:443 "GET /quote?i=NSE%3ANIFTY+50 HTTP/1.1" 200 None
2022-03-02 07:28:04,191 - Starting new HTTPS connection (1): api.kite.trade:443
2022-03-02 07:28:04,576 - https://api.kite.trade:443 "GET /quote?i=NSE%3ANIFTY+50 HTTP/1.1" 200 None
2022-03-02 07:28:38,549 - Starting new HTTPS connection (1): api.kite.trade:443
2022-03-02 07:28:38,895 - https://api.kite.trade:443 "GET /quote?i=NSE%3ANIFTY+50 HTTP/1.1" 200 None
2022-03-02 07:35:19,915 - Starting new HTTPS connection (1): api.kite.trade:443
2022-03-02 07:35:20,260 - https://api.kite.trade:443 "GET /quote?i=NSE%3ANIFTY+50 HTTP/1.1" 200 None
2022-03-02 07:41:06,969 - Starting new HTTPS connection (1): api.kite.trade:443
2022-03-02 07:41:07,334 - https://api.kite.trade:443 "GET /quote?i=NSE%3ANIFTY+50 HTTP/1.1" 200 None
2022-03-02 07:53:29,845 - Starting new HTTPS connection (1): api.kite.trade:443
2022-03-02 07:53:30,036 - https://api.kite.trade:443 "GET /quote?i=NSE%3ANIFTY+50 HTTP/1.1" 200 None
2022-03-02 08:02:57,335 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:03:01,337 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:03:05,339 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:03:09,343 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:03:13,346 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:03:17,350 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:03:21,355 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:03:25,355 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:03:29,359 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:03:33,364 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:03:37,366 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:03:41,368 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:03:45,370 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:03:49,374 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:03:53,376 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:03:57,377 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:04:01,378 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:04:05,379 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:04:09,380 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:04:13,381 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:04:17,381 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:04:21,391 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:04:25,399 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:04:29,405 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:04:33,415 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:04:37,416 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:04:41,423 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:04:45,425 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:04:49,427 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:04:53,428 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:04:57,434 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:05:01,441 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:05:05,449 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:05:09,455 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:05:13,459 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:05:17,465 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:05:21,475 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:05:25,477 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:05:29,479 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:05:33,489 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:05:37,498 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:05:41,500 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:05:45,500 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:05:49,507 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:05:53,515 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:05:57,517 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:06:01,525 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:06:05,533 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:06:09,534 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:06:13,540 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:06:17,548 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:06:21,551 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:06:25,559 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:06:29,564 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:06:33,568 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:06:37,571 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:06:41,574 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:06:45,576 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:06:49,580 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:06:53,585 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:06:57,586 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:07:01,589 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:07:05,598 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:07:09,600 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:07:13,607 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:07:17,616 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:07:21,617 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:07:25,622 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:07:29,623 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
2022-03-02 08:07:33,624 - Wating for starttime:03/02/2022, 09:20:00 right now its :  02/03/2022 07:58:49
